name,freebase_id,dob
Niccolò Machiavelli,/m/05cvs,1469-05-12T00:00:00Z
René Descartes,/m/06csk,1596-03-31T00:00:00Z
Jakob Böhme,/m/02by2w,1575-03-18T00:00:00Z
Giambattista Vico,/m/015_hb,1668-06-23T00:00:00Z
Benedetto Croce,/m/037c7x,1866-02-25T00:00:00Z
Zeno of Elea,/m/01236p,-489-01-01T00:00:00Z
Otto Weininger,/m/01ckkq,1880-04-03T00:00:00Z
Isabel Paterson,/m/04zks3,1886-01-22T00:00:00Z
Baltasar Gracián,/m/04qrrt,1601-01-08T00:00:00Z
Antonio Labriola,/m/07m56m,1843-07-02T00:00:00Z
Democritus,/m/0290q,-460-01-01T00:00:00Z
Maimonides,/m/04xk5,1135-01-01T00:00:00Z
Parmenides,/m/05w9g,-500-01-01T00:00:00Z
Augustine of Hippo,/m/0w6w,0354-11-14T00:00:00Z
Ibn Tufail,/m/046bnx,1110-01-01T00:00:00Z
Giovanni Gentile,/m/03blcp,1875-05-29T00:00:00Z
Giordano Bruno,/m/03d8f,1548-01-01T00:00:00Z
Thomas Reid,/m/07bvs,1710-04-26T00:00:00Z
Averroes,/m/0cvlw,1126-04-21T00:00:00Z
C. S. Lewis,/m/01wd02c,1898-11-29T00:00:00Z
Michel de Montaigne,/m/0c2cl,1533-03-10T00:00:00Z
William James,/m/0mj0c,1842-01-11T00:00:00Z
Alexius Meinong,/m/0247kx,1853-07-17T00:00:00Z
Hermann Lotze,/m/01b5b6,1817-05-21T00:00:00Z
Joseph de Maistre,/m/01f6vp,1753-04-01T00:00:00Z
Christoph von Sigwart,/m/03lr9f,1830-03-28T00:00:00Z
G. E. Moore,/m/034n8,1873-11-04T00:00:00Z
Giuseppe Peano,/m/03dyg,1858-08-27T00:00:00Z
Gottfried Wilhelm von Leibniz,/m/0372p,1646-07-11T00:00:00Z
Owen Barfield,/m/02tp7c,1898-11-09T00:00:00Z
Richard McKeon,/m/0bbm0m,
Damaris Cudworth Masham,/m/058sj2,1659-01-18T00:00:00Z
Antero de Quental,/m/0373rz,1842-04-18T00:00:00Z
Fernando Pessoa,/m/03145,1888-06-13T00:00:00Z
Ernst Haeckel,/m/02mtv,1834-02-16T00:00:00Z
David Hume,/m/026lj,1711-05-07T00:00:00Z
Edmund Burke,/m/02qr0,1729-01-12T00:00:00Z
Henry David Thoreau,/m/0bwx3,1817-07-12T00:00:00Z
Emma Goldman,/m/02nmr,1869-06-27T00:00:00Z
Peter Kropotkin,/m/0dgq9,1842-12-21T00:00:00Z
Nicolas Malebranche,/m/017h16,1638-08-06T00:00:00Z
Pyrrho,/m/011k9p,-358-01-01T00:00:00Z
Pierre Bayle,/m/01stjn,1647-11-18T00:00:00Z
Epicurus,/m/02q_8,-341-01-01T00:00:00Z
Marshall McLuhan,/m/04y4j,1918-07-21T00:00:00Z
Sextus Empiricus,/m/0182_n,0160-01-01T00:00:00Z
Epictetus,/m/02tkc,0050-01-01T00:00:00Z
Lev Shestov,/m/04_d1b,1866-02-13T00:00:00Z
Rudolf Christoph Eucken,/m/01h90j,1846-01-05T00:00:00Z
Karl Leonhard Reinhold,/m/04qpgj,1757-10-26T00:00:00Z
Friedrich Schiller,/m/0h336,1759-11-10T00:00:00Z
Friedrich Nietzsche,/m/02wh0,1844-10-15T00:00:00Z
Lysander Spooner,/m/0kmkv,1808-01-19T00:00:00Z
Francis Bacon,/m/030dr,1561-02-01T00:00:00Z
Ralph Waldo Emerson,/m/06jkm,1803-05-25T00:00:00Z
African Spir,/m/08nwqf,1837-11-15T00:00:00Z
Ludwig Feuerbach,/m/0182xl,1804-07-28T00:00:00Z
Friedrich Engels,/m/0cp8j,1820-11-28T00:00:00Z
Friedrich Albert Lange,/m/01qwjz,1828-09-28T00:00:00Z
Protagoras,/m/06035,-485-01-01T00:00:00Z
Auguste Comte,/m/0zz2v,1798-01-19T00:00:00Z
Bruno Bauer,/m/0jnsf,1809-09-06T00:00:00Z
Frédéric Bastiat,/m/0301k,1801-06-29T00:00:00Z
Georg Wilhelm Friedrich Hegel,/m/039n1,1770-08-27T00:00:00Z
Johann Gottlieb Fichte,/m/0350t,1762-05-19T00:00:00Z
Marquis de Sade,/m/02flz,1740-06-02T00:00:00Z
Geoffrey Chaucer,/m/03b_m,1343-01-01T00:00:00Z
Novalis,/m/01fgc6,1772-05-02T00:00:00Z
Friedrich Wilhelm Joseph Schelling,/m/0182w0,1775-01-27T00:00:00Z
Nicholas of Cusa,/m/01pqmd,1401-01-01T00:00:00Z
Johann Georg Hamann,/m/01k8bj,1730-08-27T00:00:00Z
Charles Bray,/m/02x4v20,
George Boole,/m/09jzz,1815-11-02T00:00:00Z
Johann Gottfried Herder,/m/01qzgm,1744-08-25T00:00:00Z
Johannes Scotus Eriugena,/m/044g1n,0810-01-01T00:00:00Z
Friedrich Heinrich Jacobi,/m/01cz85,1743-01-25T00:00:00Z
Gotthold Ephraim Lessing,/m/0378w,1729-01-22T00:00:00Z
Henri Bergson,/m/03j43,1859-10-18T00:00:00Z
Isaac Newton,/m/03s9v,1643-01-04T00:00:00Z
Immanuel Kant,/m/03sbs,1724-04-22T00:00:00Z
Hugo Grotius,/m/0hl94,1583-04-10T00:00:00Z
Christian Wolff,/m/01czwg,1679-01-24T00:00:00Z
Félix Ravaisson-Mollien,/m/017lgr,1813-10-23T00:00:00Z
Francisco Suárez,/m/042bxj,1548-01-15T00:00:00Z
Johannes Nikolaus Tetens,/m/04q48q,1736-09-16T00:00:00Z
Philodemus,/m/07slxy,-109-01-01T00:00:00Z
"Sir William Hamilton, 9th Baronet",/m/01d89l,1788-03-08T00:00:00Z
Alexander Gottlieb Baumgarten,/m/01r5yn,1714-07-17T00:00:00Z
Émile Durkheim,/m/09j84,1858-04-15T00:00:00Z
Carl Jung,/m/0bk5r,1875-07-26T00:00:00Z
Søren Kierkegaard,/m/06qvh,1813-05-05T00:00:00Z
Maine de Biran,/m/017jns,1766-11-29T00:00:00Z
Johann Heinrich Lambert,/m/0n29h,1728-08-26T00:00:00Z
Jean-Jacques Rousseau,/m/0420y,1712-06-28T00:00:00Z
Augustus De Morgan,/m/0q2w,1806-06-27T00:00:00Z
Jean Bodin,/m/01nywz,1529-01-01T00:00:00Z
William Whewell,/m/01d48b,1794-05-24T00:00:00Z
Alexander Bain,/m/0121qt,1818-06-11T00:00:00Z
Charles Babbage,/m/01qmz,1791-12-26T00:00:00Z
John Locke,/m/043s3,1632-08-29T00:00:00Z
John Cowper Powys,/m/01ffjd,1872-10-08T00:00:00Z
John Dewey,/m/04411,1859-10-20T00:00:00Z
John Dee,/m/043y0,1527-08-02T00:00:00Z
Pierre Gassendi,/m/01b_dj,1592-01-22T00:00:00Z
"Claude Henri de Rouvroy, comte de Saint-Simon",/m/01f3ss,1760-10-17T00:00:00Z
James Mill,/m/017h4t,1773-04-06T00:00:00Z
George Herbert Mead,/m/01x73v,1863-02-27T00:00:00Z
Wilhelm von Humboldt,/m/081_6,1767-06-22T00:00:00Z
Thomas Hill Green,/m/01f0h6,1836-04-07T00:00:00Z
Josiah Warren,/m/06h_n6,1798-01-01T00:00:00Z
George Sylvester Morris,/m/09yp5w,
Karl Marx,/m/048cl,1818-05-05T00:00:00Z
Leo Tolstoy,/m/01tz6vs,1828-09-09T00:00:00Z
Charles Fourier,/m/01jfhs,1772-04-07T00:00:00Z
Jules Michelet,/m/01s6q3,1798-08-21T00:00:00Z
Alexander Herzen,/m/02fkcx,1812-04-18T00:00:00Z
Petr Chelčický,/m/029km3,1390-01-01T00:00:00Z
Joseph Dietzgen,/m/03_88v,1828-12-09T00:00:00Z
Karl Kautsky,/m/01x_n6,1854-10-16T00:00:00Z
Marcus Aurelius,/m/051x8,0121-04-25T00:00:00Z
Mahatma Gandhi,/m/04xfb,1869-10-02T00:00:00Z
Mary Wollstonecraft,/m/04_cw,1759-04-27T00:00:00Z
Lucretius,/m/0987k,-099-01-01T00:00:00Z
Desiderius Erasmus,/m/02rpq,1469-11-15T00:00:00Z
Michael Faraday,/m/04zt0,1791-09-22T00:00:00Z
Jan Hus,/m/042x_,1369-01-01T00:00:00Z
Frank P. Ramsey,/m/01jkgd,1903-02-22T00:00:00Z
Posidonius,/m/0m1s3,-134-01-01T00:00:00Z
Plutarch,/m/063_9,0046-01-01T00:00:00Z
Robert Boyle,/m/0d98m,1627-01-25T00:00:00Z
Plato,/m/05qmj,-426-01-01T00:00:00Z
Gorgias,/m/0p7d0,-482-01-01T00:00:00Z
Nasir al-Din al-Tusi,/m/0428hj,1201-01-01T00:00:00Z
Pythagoras,/m/05sr0,-584-01-01T00:00:00Z
Abū Rayḥān al-Bīrūnī,/m/01ny93,0973-09-10T00:00:00Z
Omar Khayyám,/m/0m_hz,1048-05-30T00:00:00Z
Terence McKenna,/m/01k1wq,1946-11-16T00:00:00Z
Duns Scotus,/m/0m1wd,1265-01-01T00:00:00Z
Adam Weishaupt,/m/0wjz,1748-02-06T00:00:00Z
Mikhail Bakunin,/m/0fyhn,1814-05-30T00:00:00Z
Samuel Taylor Coleridge,/m/078w2,1772-10-21T00:00:00Z
Sigmund Freud,/m/06myp,1856-05-06T00:00:00Z
Josef Breuer,/m/053rzy,1842-01-15T00:00:00Z
Karl Robert Eduard von Hartmann,/m/02vhlz,1842-02-23T00:00:00Z
William Wollaston,/m/0q250,1659-03-26T00:00:00Z
Franz Brentano,/m/0l235,1838-01-16T00:00:00Z
Seneca the Younger,/m/0j_8y,-003-01-01T00:00:00Z
Thomas Carlyle,/m/0ymtb,1795-12-04T00:00:00Z
Thomas Hobbes,/m/07c37,1588-04-05T00:00:00Z
Thomas Jefferson,/m/07cbs,1743-04-13T00:00:00Z
Giovanni Pico della Mirandola,/m/013w_3,1463-03-05T00:00:00Z
Thomas More,/m/07hl9,1478-02-16T00:00:00Z
Thomas Aquinas,/m/07kb5,1225-02-04T00:00:00Z
F. H. Bradley,/m/02dtxl,1846-01-30T00:00:00Z
Proclus,/m/066c6,0412-02-09T00:00:00Z
Pseudo-Dionysius the Areopagite,/m/05x_l,0500-01-01T00:00:00Z
Walt Whitman,/m/085gk,1819-05-31T00:00:00Z
William Paley,/m/08496,1743-07-14T00:00:00Z
Wang Fuzhi,/m/055kf1,1619-01-01T00:00:00Z
Richard Avenarius,/m/0440vk,1843-11-19T00:00:00Z
Cheng Yi,/m/027gyyf,1033-01-01T00:00:00Z
Rudolf Steiner,/m/06hwd,1861-02-25T00:00:00Z
Charles Bernard Renouvier,/m/017lh3,1815-01-01T00:00:00Z
David Hartley,/m/017gqs,1705-06-21T00:00:00Z
F. C. S. Schiller,/m/05xp4l,1864-08-16T00:00:00Z
Muhammad Usman Damani,/m/0ch3vxc,
Muhammad Sirajuddin Naqshbandi,/m/0ch2vc_,
Zhou Dunyi,/m/06r6f2,1017-01-01T00:00:00Z
Frithjof Bergmann,/m/0b0kb9,
Ernst Mach,/m/0fcy0,1838-02-18T00:00:00Z
Guy Debord,/m/014pkc,1931-12-28T00:00:00Z
Philippa Foot,/m/04ycgp,1920-10-03T00:00:00Z
Candace Vogler,/m/0bbs7g,
Carl Stumpf,/m/02hrxh,1848-04-21T00:00:00Z
Leo Strauss,/m/01dvtx,1899-09-20T00:00:00Z
Joseph Cropsey,/m/02691cg,
Evald Ilyenkov,/m/02n65z,1924-02-18T00:00:00Z
Cornelius Castoriadis,/m/032hw6,1922-03-11T00:00:00Z
Cornelius Van Til,/m/0bh36k,1895-05-04T00:00:00Z
Francis Schaeffer,/m/018d22,1912-01-30T00:00:00Z
Kurt Koffka,/m/01q0z8,1886-03-18T00:00:00Z
Euclid of Megara,/m/03n25g,-450-01-01T00:00:00Z
Stilpo,/m/04jdxd,-400-01-01T00:00:00Z
Max Horkheimer,/m/04xnh,1895-02-14T00:00:00Z
Erich Fromm,/m/0cb9c,1900-03-23T00:00:00Z
H. L. A. Hart,/m/01tfg3,1907-07-18T00:00:00Z
Neil MacCormick,/m/025q95,1941-05-27T00:00:00Z
Henry Sidgwick,/m/01dcwz,1838-05-31T00:00:00Z
J. J. C. Smart,/m/028ssh,1920-09-16T00:00:00Z
Frantz Fanon,/m/0nk7l,1925-07-20T00:00:00Z
Lewis Gordon,/m/06nj4n,
Nelson Goodman,/m/04dyc2,1906-08-07T00:00:00Z
Jerry Fodor,/m/027931,1935-01-01T00:00:00Z
Arthur Danto,/m/041yx0,1924-01-01T00:00:00Z
György Lukács,/m/01t57w,1885-04-13T00:00:00Z
René Guénon,/m/032xc4,1886-11-15T00:00:00Z
Huston Smith,/m/03v8zv,
Gianni Vattimo,/m/07k8bc,1936-01-04T00:00:00Z
Mario Kopić,/m/04y9j94,
Hannah Arendt,/m/0nk72,1906-10-14T00:00:00Z
Cleomedes,/m/077h0y,0200-01-01T00:00:00Z
Jason of Nysa,/m/03ck33s,-100-01-01T00:00:00Z
Hilary Putnam,/m/0j_qm,1926-07-31T00:00:00Z
Alfred Schütz,/m/0ql9l,1899-04-13T00:00:00Z
Georg Simmel,/m/0qngb,1858-03-01T00:00:00Z
Wilhelm Windelband,/m/04f7mv,1848-05-11T00:00:00Z
Bernard Lonergan,/m/0446t9,1904-12-17T00:00:00Z
Dieter Henrich,/m/02vp35p,1927-01-05T00:00:00Z
Manfred Frank,/m/02rxpj7,1945-03-22T00:00:00Z
Roland Barthes,/m/017kb5,1915-11-12T00:00:00Z
John Anderson,/m/01368h,1893-11-01T00:00:00Z
David Chalmers,/m/01m382,1966-04-20T00:00:00Z
Richard Price,/m/0crqcc,1949-10-12T00:00:00Z
Simone Weil,/m/018klb,1909-02-03T00:00:00Z
Friedrich Schleiermacher,/m/018fn7,1768-11-21T00:00:00Z
Alvin Plantinga,/m/0m6yd,1932-11-15T00:00:00Z
Robin Collins,/m/0bjj5b,
Michael C. Rea,/m/0ds54f6,
Bas van Fraassen,/m/04ztyb,1941-04-05T00:00:00Z
Al-Mawardi,/m/04h_6r,0974-01-01T00:00:00Z
Jean Wahl,/m/04cqs6,1888-05-25T00:00:00Z
Alan Watts,/m/01crts,1915-01-06T00:00:00Z
Aurel Kolnai,/m/03c3_3x,
Phillip Blond,/m/04n439v,1966-03-01T00:00:00Z
Slavoj Žižek,/m/0169ff,1949-03-21T00:00:00Z
Alain Badiou,/m/0351yk,1937-01-17T00:00:00Z
Peter Sloterdijk,/m/03tqkv,1947-06-26T00:00:00Z
Georges Canguilhem,/m/039hch,1904-06-04T00:00:00Z
Peter Rollins,/m/0d3rkt,
Jacob Taubes,/m/087jng,1923-02-25T00:00:00Z
Yahya ibn Ma'in,/m/0h454m,0775-01-01T00:00:00Z
Gilles Deleuze,/m/0399p,1925-01-18T00:00:00Z
Manuel De Landa,/m/021ql3,1952-01-01T00:00:00Z
Michael J. Shapiro,/m/0b1zk3,
William E. Connolly,/m/06p686,1938-01-06T00:00:00Z
Jean Cavaillès,/m/0f2w0r,1903-05-15T00:00:00Z
Carl Schmitt,/m/024kq1,1888-07-11T00:00:00Z
Émile Chartier,/m/039lqm,1868-03-03T00:00:00Z
Jacques Rancière,/m/01tqpm,1940-06-10T00:00:00Z
Gillian Rose,/m/081g2h,1947-09-20T00:00:00Z
Jacques Lacan,/m/043tg,1901-04-13T00:00:00Z
Ivan Illich,/m/01jbdk,1926-09-04T00:00:00Z
Rajneesh,/m/019fxc,1931-12-11T00:00:00Z
Gaston Bachelard,/m/02nxw4,1884-06-27T00:00:00Z
Antonio Negri,/m/01m2jf,1933-08-01T00:00:00Z
Arne Næss,/m/039v0w,1912-01-27T00:00:00Z
Antoine Arnauld,/m/01h7yq,1612-02-06T00:00:00Z
Étienne Bonnot de Condillac,/m/017gzg,1714-09-30T00:00:00Z
A. C. Grayling,/m/06g4pw,1949-04-03T00:00:00Z
Allan Bloom,/m/0lhg5,1930-09-14T00:00:00Z
Ferdinand de Saussure,/m/02zk8,1857-11-26T00:00:00Z
Edmund Husserl,/m/02ln1,1859-04-08T00:00:00Z
Adolf Reinach,/m/03w_89,1883-12-23T00:00:00Z
Amafinius,/m/0bwnq_,
Félix Guattari,/m/02zww,1930-04-30T00:00:00Z
Jean-Paul Sartre,/m/045bg,1905-06-21T00:00:00Z
Leonard Peikoff,/m/01p34g,1933-10-15T00:00:00Z
Andrew Bernstein,/m/07sf67,1949-06-29T00:00:00Z
Abraham bar Hiyya,/m/02ycrk,1065-01-01T00:00:00Z
Abraham ibn Ezra,/m/0125t0,1089-01-01T00:00:00Z
Aristippus,/m/01lfpy,-434-01-01T00:00:00Z
Arete of Cyrene,/m/09d9j6,-400-01-01T00:00:00Z
Anaxagoras,/m/0sq0,-495-01-01T00:00:00Z
Archelaus,/m/08fbbv,
Borden Parker Bowne,/m/0444jt,
Gilbert Simondon,/m/07hnl6,1924-10-02T00:00:00Z
Bernard Stiegler,/m/0h068v,1952-04-01T00:00:00Z
Bernard Bolzano,/m/01s0nm,1782-10-05T00:00:00Z
Leszek Kołakowski,/m/040vxp,1927-10-23T00:00:00Z
Gemistus Pletho,/m/014fxp,1355-01-01T00:00:00Z
Claude Lévi-Strauss,/m/01tvt,1908-11-28T00:00:00Z
"Victoria, Lady Welby",/m/03zgsb,1837-04-27T00:00:00Z
Charles Kay Ogden,/m/02gbyp,1889-06-01T00:00:00Z
Charles Maurras,/m/01g3g6,1868-04-20T00:00:00Z
Damião de Góis,/m/01y3bw,1502-02-12T00:00:00Z
Dan Zahavi,/m/03c5b09,
Catius,/m/0bwnp8,
Brian Massumi,/m/07lt8f,1956-05-08T00:00:00Z
Bryan Reynolds,/m/02pg9_9,
Roman Jakobson,/m/06ll8,1896-10-11T00:00:00Z
Kazi Nazrul Islam,/m/02m_dh,1899-05-24T00:00:00Z
Edward Said,/m/0969fd,1935-11-01T00:00:00Z
Donald Davidson,/m/01r6rr,1917-03-06T00:00:00Z
Georges Bataille,/m/01dqh6,1897-09-10T00:00:00Z
Josiah Royce,/m/02h4fy,1855-11-20T00:00:00Z
Gabriel Marcel,/m/02qyy8,1889-12-07T00:00:00Z
Antoine Augustin Cournot,/m/0444_5,1801-08-28T00:00:00Z
Ernesto Laclau,/m/02xn4y,1935-10-06T00:00:00Z
Eugen Fink,/m/02x9v42,1905-12-11T00:00:00Z
Giovanni Vailati,/m/07f4qc,1863-04-24T00:00:00Z
Willard Van Orman Quine,/m/085b_,1908-06-25T00:00:00Z
Martin Buber,/m/01hb49,1878-02-08T00:00:00Z
Stanisław Ignacy Witkiewicz,/m/0239lt,1885-02-24T00:00:00Z
Han Ryner,/m/05sz8sv,1861-12-07T00:00:00Z
John Colet,/m/015rvw,1467-01-24T00:00:00Z
Guillaume Budé,/m/015ry1,1467-02-04T00:00:00Z
L. E. J. Brouwer,/m/01794d,1881-02-27T00:00:00Z
Hermann Weyl,/m/019nfb,1885-11-09T00:00:00Z
Hans Blumenberg,/m/05vz4bj,1920-07-13T00:00:00Z
Hans Köchler,/m/0b16h0,1948-10-18T00:00:00Z
Jan Patočka,/m/03rysd,1907-06-01T00:00:00Z
Hermarchus,/m/07fl9t,-324-01-01T00:00:00Z
J. L. Austin,/m/01jjv4,1911-03-26T00:00:00Z
Georg Henrik von Wright,/m/036xf,1916-06-14T00:00:00Z
Jaakko Hintikka,/m/05q8rb,1929-01-12T00:00:00Z
Hans-Georg Gadamer,/m/03mt9,1900-02-11T00:00:00Z
Hans Robert Jauss,/m/076m0n,1921-12-12T00:00:00Z
Noam Chomsky,/m/0b78hw,1928-12-07T00:00:00Z
Vilfredo Pareto,/m/0806p,1848-07-15T00:00:00Z
Gilbert Ryle,/m/03yfwn,1900-08-19T00:00:00Z
Adamantios Korais,/m/024knz,1748-04-27T00:00:00Z
David Brewster,/m/02c86,1781-12-11T00:00:00Z
Johann Friedrich Herbart,/m/01b5fd,1776-04-04T00:00:00Z
Rigas Feraios,/m/04dbhw,1757-01-01T00:00:00Z
Louis Althusser,/m/0k665,1918-10-16T00:00:00Z
Léon Brunschvicg,/m/048z9d,1869-11-10T00:00:00Z
Julius Evola,/m/01qhxs,1898-05-19T00:00:00Z
Louis Gabriel Ambroise de Bonald,/m/02ydv2,1754-10-02T00:00:00Z
Ernst Jünger,/m/014g17,1895-03-29T00:00:00Z
Ernst Cassirer,/m/02prnr,1874-07-28T00:00:00Z
José Ortega y Gasset,/m/031954,1883-05-09T00:00:00Z
Marvin Farber,/m/0ddypp,
Metrodorus of Lampsacus,/m/049s_y,-330-01-01T00:00:00Z
Max Black,/m/01s3bn,1909-02-24T00:00:00Z
Karl-Otto Apel,/m/05z_64,1922-03-15T00:00:00Z
Melissus of Samos,/m/02glh2,-469-01-01T00:00:00Z
Lucien Lévy-Bruhl,/m/0410_j,1857-04-10T00:00:00Z
Wilhelm Dilthey,/m/02wcp1,1833-11-19T00:00:00Z
Karl Jaspers,/m/01x15b,1883-02-23T00:00:00Z
Nicholas Rescher,/m/02rrz4,1928-07-15T00:00:00Z
Michel Onfray,/m/065_27,1959-01-01T00:00:00Z
Pierre Duhem,/m/026v7j,1861-06-09T00:00:00Z
Raoul Vaneigem,/m/01px7_,1934-01-04T00:00:00Z
Paul Ricœur,/m/02bvkz,1913-02-27T00:00:00Z
Zeno of Sidon,/m/05zh2q,-149-01-01T00:00:00Z
Étienne de La Boétie,/m/022zkz,1530-11-21T00:00:00Z
Georges Palante,/m/04cy47h,1862-11-20T00:00:00Z
Meister Eckhart,/m/01ttgn,1260-01-01T00:00:00Z
Julien Offray de La Mettrie,/m/03fh67,1709-11-23T00:00:00Z
Maurice Halbwachs,/m/03ftsv,1877-03-11T00:00:00Z
Salomon Maimon,/m/078dpp,1754-01-01T00:00:00Z
Roger Scruton,/m/03yzwb,1944-02-17T00:00:00Z
Russell Kirk,/m/04crpl,1918-10-19T00:00:00Z
Sebastian Shaumyan,/m/02qh76x,
Roman Ingarden,/m/067c83,1893-02-05T00:00:00Z
Shaun Gallagher,/m/0g89dg,
Roger Joseph Boscovich,/m/013q12,1711-05-18T00:00:00Z
Moses Mendelssohn,/m/0c74z,1729-09-06T00:00:00Z
Tomáš Garrigue Masaryk,/m/012y66,1850-03-07T00:00:00Z
Vladimir Lenin,/m/05wh0sh,1870-04-22T00:00:00Z
Gian-Carlo Rota,/m/0ptrx,1932-04-27T00:00:00Z
W. D. Ross,/m/063xy9,1877-04-15T00:00:00Z
William Stern,/m/08nwsy,1871-04-29T00:00:00Z
Dewi Zephaniah Phillips,/m/05n0f4,1934-11-24T00:00:00Z
Pierre Abélard,/m/0cf10s,1079-01-01T00:00:00Z
John of Salisbury,/m/0141x2,
Eric Voegelin,/m/01b5l3,1901-01-03T00:00:00Z
Ned Block,/m/0497b7,1942-01-01T00:00:00Z
Demetrius of Phalerum,/m/01mpqz,-349-01-01T00:00:00Z
Pier Paolo Pasolini,/m/016hvl,1922-03-05T00:00:00Z
Vladimir Solovyov,/m/03fh1g,1853-01-16T00:00:00Z
Sergei Bulgakov,/m/086ntb,1871-07-10T00:00:00Z
Charles Taylor,/m/01r356,1931-11-05T00:00:00Z
Murray Rothbard,/m/052h3,1926-03-02T00:00:00Z
John D. Caputo,/m/02g26j,
Jacques Ellul,/m/03kk6x,1912-01-06T00:00:00Z
Hubert Dreyfus,/m/03sy5d,1929-10-15T00:00:00Z
Alejandro Korn,/m/02qfqq1,1860-05-03T00:00:00Z
Francisco Romero,/m/08nwfb,
Philo,/m/01dvk1,-019-01-01T00:00:00Z
Ananda Coomaraswamy,/m/01q0hh,1877-08-22T00:00:00Z
Apollonius of Tyana,/m/0hph2,0002-01-01T00:00:00Z
Simone de Beauvoir,/m/0gsjk,1908-01-09T00:00:00Z
Karl Christian Friedrich Krause,/m/02vhq5,1781-05-06T00:00:00Z
Timon of Phlius,/m/04jdvk,-319-01-01T00:00:00Z
Arcesilaus,/m/016_pz,-314-01-01T00:00:00Z
Michael Martin,/m/037lh8,1932-02-03T00:00:00Z
Adam Müller,/m/04nm1q,1779-06-30T00:00:00Z
Othmar Spann,/m/01_ldd,1878-10-01T00:00:00Z
Ebn Meskavayh,/m/06h2nt,0932-01-01T00:00:00Z
Mulla Sadra,/m/050h_6,1571-01-01T00:00:00Z
Bahāʾ al-dīn al-ʿĀmilī,/m/02z5x42,1547-02-18T00:00:00Z
Hélène Cixous,/m/016k0j,1937-06-05T00:00:00Z
Abu'l-Barakāt al-Baghdādī,/m/04mfv7,1080-01-01T00:00:00Z
Jean Buridan,/m/0176j0,1295-01-01T00:00:00Z
Bayazid Bastami,/m/04z4gp,0804-01-01T00:00:00Z
Sidney Hook,/m/04_68r,1902-12-20T00:00:00Z
C. H. Waddington,/m/04475g,1905-11-08T00:00:00Z
J. L. Mackie,/m/01jz59,1917-08-25T00:00:00Z
Henry George,/m/012102,1839-09-02T00:00:00Z
Murray Bookchin,/m/0142kg,1921-01-14T00:00:00Z
Menedemus,/m/0172th,
Mircea Eliade,/m/014c1n,1907-03-13T00:00:00Z
